Started training, total epoch : 10
Trained 2401 batches 	Training Loss: 0.081720
Trained 2451 batches 	Training Loss: 0.177622
Epoch: 8 	Training Loss: 0.141309
AUROCs on validation dataset:
Evaluating test data...	 test_loader: 351
Evaluating time lapse: 0.0 min
The average AUROC is 0.824
The AUROC of Atelectasis is 0.8059250486991002
The AUROC of Cardiomegaly is 0.8866359922545086
The AUROC of Effusion is 0.88089500834563
The AUROC of Infiltration is 0.7126451968178756
The AUROC of Mass is 0.8383447240934967
The AUROC of Nodule is 0.7475966938171563
The AUROC of Pneumonia is 0.7465937304021373
The AUROC of Pneumothorax is 0.8671356490067332
The AUROC of Consolidation is 0.7943588793972454
The AUROC of Edema is 0.8789297633666573
The AUROC of Emphysema is 0.8896421604903758
The AUROC of Fibrosis is 0.8037092319473407
The AUROC of Pleural_Thickening is 0.7738499152577537
The AUROC of Hernia is 0.9149784478173362
Started epoch 9
Trained 1 batches 	Training Loss: 0.139627
Trained 51 batches 	Training Loss: 0.172993
Trained 101 batches 	Training Loss: 0.178808
Trained 151 batches 	Training Loss: 0.142707
Trained 201 batches 	Training Loss: 0.132242
Trained 251 batches 	Training Loss: 0.164519
Trained 301 batches 	Training Loss: 0.154758
Trained 351 batches 	Training Loss: 0.163703
Trained 401 batches 	Training Loss: 0.112928
Trained 451 batches 	Training Loss: 0.141262
Trained 501 batches 	Training Loss: 0.154106
Trained 551 batches 	Training Loss: 0.111487
Trained 601 batches 	Training Loss: 0.107509
Trained 651 batches 	Training Loss: 0.121615
Trained 701 batches 	Training Loss: 0.169756
Trained 751 batches 	Training Loss: 0.109464
Trained 801 batches 	Training Loss: 0.144359
Trained 851 batches 	Training Loss: 0.150294
Trained 901 batches 	Training Loss: 0.133421
Trained 951 batches 	Training Loss: 0.117524
Trained 1001 batches 	Training Loss: 0.137429
Trained 1051 batches 	Training Loss: 0.142972
Trained 1101 batches 	Training Loss: 0.120574
Trained 1151 batches 	Training Loss: 0.132945
Trained 1201 batches 	Training Loss: 0.127201
Trained 1251 batches 	Training Loss: 0.120901
Trained 1301 batches 	Training Loss: 0.145912
Trained 1351 batches 	Training Loss: 0.134576
Trained 1401 batches 	Training Loss: 0.117721
Trained 1451 batches 	Training Loss: 0.163021
Trained 1501 batches 	Training Loss: 0.101638
Trained 1551 batches 	Training Loss: 0.087816
Trained 1601 batches 	Training Loss: 0.106122
Trained 1651 batches 	Training Loss: 0.148420
Trained 1701 batches 	Training Loss: 0.120549
Trained 1751 batches 	Training Loss: 0.143742
Trained 1801 batches 	Training Loss: 0.119238
Trained 1851 batches 	Training Loss: 0.147279
Trained 1901 batches 	Training Loss: 0.126864
Trained 1951 batches 	Training Loss: 0.101937
Trained 2001 batches 	Training Loss: 0.094746
Trained 2051 batches 	Training Loss: 0.138678
Trained 2101 batches 	Training Loss: 0.166679
Trained 2151 batches 	Training Loss: 0.188381
Trained 2201 batches 	Training Loss: 0.174949
Trained 2251 batches 	Training Loss: 0.199385
Trained 2301 batches 	Training Loss: 0.163558
Trained 2351 batches 	Training Loss: 0.169035
Trained 2401 batches 	Training Loss: 0.107799
Trained 2451 batches 	Training Loss: 0.129416
Epoch: 9 	Training Loss: 0.138051
Started epoch 10
Trained 1 batches 	Training Loss: 0.144200
Trained 51 batches 	Training Loss: 0.156781
Trained 101 batches 	Training Loss: 0.165503
Trained 151 batches 	Training Loss: 0.066703
Trained 201 batches 	Training Loss: 0.100516
Trained 251 batches 	Training Loss: 0.088623
Trained 301 batches 	Training Loss: 0.165129
Trained 351 batches 	Training Loss: 0.099850
Trained 401 batches 	Training Loss: 0.153136
Trained 451 batches 	Training Loss: 0.129014
Trained 501 batches 	Training Loss: 0.125583
Trained 551 batches 	Training Loss: 0.171854
Trained 601 batches 	Training Loss: 0.149549
Trained 651 batches 	Training Loss: 0.191562
Trained 701 batches 	Training Loss: 0.140265
Trained 751 batches 	Training Loss: 0.162589
Trained 801 batches 	Training Loss: 0.143326
Trained 851 batches 	Training Loss: 0.150887
Trained 901 batches 	Training Loss: 0.140769
Trained 951 batches 	Training Loss: 0.186734
Trained 1001 batches 	Training Loss: 0.134054
Trained 1051 batches 	Training Loss: 0.137551
Trained 1101 batches 	Training Loss: 0.144904
Trained 1151 batches 	Training Loss: 0.162923
Trained 1201 batches 	Training Loss: 0.161675
Trained 1251 batches 	Training Loss: 0.114074
Trained 1301 batches 	Training Loss: 0.124237
Trained 1351 batches 	Training Loss: 0.114287
Trained 1401 batches 	Training Loss: 0.158609
Trained 1451 batches 	Training Loss: 0.088789
Trained 1501 batches 	Training Loss: 0.146705
Trained 1551 batches 	Training Loss: 0.156001
Trained 1601 batches 	Training Loss: 0.083578
Trained 1651 batches 	Training Loss: 0.184278
Trained 1701 batches 	Training Loss: 0.135973
Trained 1751 batches 	Training Loss: 0.141731
Trained 1801 batches 	Training Loss: 0.167615
Trained 1851 batches 	Training Loss: 0.127863
Trained 1901 batches 	Training Loss: 0.116651
Trained 1951 batches 	Training Loss: 0.189848
Trained 2001 batches 	Training Loss: 0.121392
Trained 2051 batches 	Training Loss: 0.133865
Trained 2101 batches 	Training Loss: 0.105949
Trained 2151 batches 	Training Loss: 0.097143
Trained 2201 batches 	Training Loss: 0.116913
Trained 2251 batches 	Training Loss: 0.148416
Trained 2301 batches 	Training Loss: 0.140679
Trained 2351 batches 	Training Loss: 0.099721
Trained 2401 batches 	Training Loss: 0.128781
Trained 2451 batches 	Training Loss: 0.114416
Epoch: 10 	Training Loss: 0.134247
AUROCs on validation dataset:
Evaluating test data...	 test_loader: 351
Evaluating time lapse: 0.0 min
The average AUROC is 0.822
The AUROC of Atelectasis is 0.8057179141748578
The AUROC of Cardiomegaly is 0.9036690926970213
The AUROC of Effusion is 0.8760329985002057
The AUROC of Infiltration is 0.7171232319443845
The AUROC of Mass is 0.8385372757092138
The AUROC of Nodule is 0.7436816240115673
The AUROC of Pneumonia is 0.7349169838119867
The AUROC of Pneumothorax is 0.8608896797153025
The AUROC of Consolidation is 0.7917894470679276
The AUROC of Edema is 0.8882327459562894
The AUROC of Emphysema is 0.8809857107981108
The AUROC of Fibrosis is 0.7815455652010433
The AUROC of Pleural_Thickening is 0.7715338665764452
The AUROC of Hernia is 0.9180846853977048
Training time lapse: 112.0 min
Evaluating test data...	 test_loader: 701
Evaluating time lapse: 1.0 min
The average AUROC is 0.824
The AUROC of Atelectasis is 0.7998601597974975
The AUROC of Cardiomegaly is 0.9022459434806208
The AUROC of Effusion is 0.8774201240115935
The AUROC of Infiltration is 0.7087582126029023
The AUROC of Mass is 0.8334921565308161
The AUROC of Nodule is 0.7314557358661716
The AUROC of Pneumonia is 0.7369156772502351
The AUROC of Pneumothorax is 0.8710466082765345
The AUROC of Consolidation is 0.8007699170590881
The AUROC of Edema is 0.9023506311793501
The AUROC of Emphysema is 0.8859579546528935
The AUROC of Fibrosis is 0.8038857523345405
The AUROC of Pleural_Thickening is 0.7903498775918738
The AUROC of Hernia is 0.8926117998146703
